Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Principio activo (product.metafields.shopify.active-ingredient),Grupo de edad (product.metafields.shopify.age-group),Contenido de “”Alcohol/Disolvente” (product.metafields.shopify.alcohol-solvent-content),Aceite base (product.metafields.shopify.base-oil),Área del cuerpo (product.metafields.shopify.body-area),Tipo de vela (product.metafields.shopify.candle-type),Color (product.metafields.shopify.color-pattern),Ingredientes constitutivos (product.metafields.shopify.constitutive-ingredients),Función cosmética (product.metafields.shopify.cosmetic-function),Tipo de agente exfoliante (product.metafields.shopify.exfoliating-agent-type),Acabado (product.metafields.shopify.finish),Fragancia (product.metafields.shopify.fragrance),Formato de set de regalo (product.metafields.shopify.gift-set-format),Función de calor (product.metafields.shopify.heat-function),Estilo de porta incienso (product.metafields.shopify.incense-holder-style),Tipo de incienso (product.metafields.shopify.incense-type),Ingredientes (product.metafields.shopify.ingredients),Técnica de masaje (product.metafields.shopify.massage-technique),Material (product.metafields.shopify.material),Ocasión (product.metafields.shopify.occasion),Tipo de embalaje (product.metafields.shopify.package-type),Certificaciones y estándares del producto (product.metafields.shopify.product-certifications-standards),Forma del producto (product.metafields.shopify.product-form),Aroma (product.metafields.shopify.scent),Estación (product.metafields.shopify.season),Forma (product.metafields.shopify.shape),Efecto del cuidado de la piel (product.metafields.shopify.skin-care-effect),Adecuado para tipo de piel (product.metafields.shopify.suitable-for-skin-type),Espacio adecuado (product.metafields.shopify.suitable-space),Sexo objetivo (product.metafields.shopify.target-gender),Textura (product.metafields.shopify.texture),Tema (product.metafields.shopify.theme),Tipo de uso (product.metafields.shopify.usage-type),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
difusores-alchemy,,,,,,,,,AMARANTH SEEDS - Amaranto & Sándalo,,,,,,,,'5650003,0.0,shopify,11,deny,manual,24990,0,true,true,,,,,'7798344779890,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy-MandarinRind_73acba50-a60a-4106-aa65-4a130f20a299.jpg?v=1755538701,3,Difusores Varillas Alchemy - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy-Amaranth_d5b7cd03-1e3b-47a8-95c9-8a08d2ad4391.jpg?v=1755538701,kg,,5987,,,,
difusores-alchemy,,,,,,,,,ZINC CORIANDER - Vetiver & Coriandro,,,,,,,,'5650004,0.0,shopify,22,deny,manual,24990,0,true,true,,,,,'7798344779906,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy-Amaranth_d5b7cd03-1e3b-47a8-95c9-8a08d2ad4391.jpg?v=1755538701,4,Difusores Varillas Alchemy - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy_032b5228-af82-4151-b2e0-9fd1aa31ce7b.jpg?v=1755538701,kg,,5987,,,,
difusores-alchemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy-Zinc_e2d193a1-f860-415a-bde5-514a8bac3c6a.jpg?v=1755538701,5,Difusores Varillas Alchemy - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-alchemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy-6.jpg?v=1755538701,6,Difusores Varillas Alchemy - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-alchemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy-4.jpg?v=1755538701,7,Difusores Varillas Alchemy - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-alchemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Alchemy_032b5228-af82-4151-b2e0-9fd1aa31ce7b.jpg?v=1755538701,8,Difusores Varillas Alchemy - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-ceremonia-de-magas,Difusores Varillas Ceremonia de Magas - Aquí & Ahora,"<div class=""product-description-aqui-ahora"">

  <h2>🔮 Velas de Soja – Cristales de Poder</h2>

  <p><strong>Enciende tu intención. Activa tu energía.</strong></p>

  <p>Una vela ritual diseñada para transformar tu espacio en un momento de conexión, energía y conciencia.</p>

  <p>Cada modelo está asociado a un elemento y potenciado con un cristal natural que amplifica su intención.</p>

  <p><strong>✨ Cocreado por Aquí &amp; Ahora + Fera</strong><br>
  Ilustrado por Josefina Schargorodsky</p>

  <hr>

  <h3>🔥 CITRINO — Fuego — Tonka &amp; Cedro</h3>
  <p>Una fragancia cálida, intensa y envolvente que activa tu energía vital.</p>

  <p><strong>✨ Intención:</strong> empoderamiento, acción y fuerza interior</p>

  <p><strong>🔮 Cristal:</strong> Citrino (energía, abundancia, activación)</p>

  <p><strong>👉 Ideal para:</strong> comenzar proyectos, tomar decisiones y activar tu poder personal</p>

  <hr>

  <h3>🌱 CUARZO VERDE — Tierra — Higo &amp; Sándalo</h3>
  <p>Un aroma suave y profundo que conecta con la estabilidad y el equilibrio.</p>

  <p><strong>✨ Intención:</strong> arraigo, abundancia y conexión</p>

  <p><strong>🔮 Cristal:</strong> Cuarzo Verde (equilibrio, bienestar)</p>

  <p><strong>👉 Ideal para:</strong> momentos de calma, introspección y conexión con lo esencial</p>

  <hr>

  <h3>🌬 AMATISTA — Aire — Peonías &amp; Hibiscus</h3>
  <p>Una fragancia floral liviana que abre la mente y eleva la energía.</p>

  <p><strong>✨ Intención:</strong> claridad, intuición e inspiración</p>

  <p><strong>🔮 Cristal:</strong> Amatista (intuición, calma mental)</p>

  <p><strong>👉 Ideal para:</strong> meditar, crear y ordenar pensamientos</p>

  <hr>

  <h3>🌊 CUARZO AZUL — Agua — Lima &amp; Ozono</h3>
  <p>Un aroma fresco que invita a soltar y conectar con las emociones.</p>

  <p><strong>✨ Intención:</strong> calma, fluidez y sensibilidad</p>

  <p><strong>🔮 Cristal:</strong> Cuarzo Azul (tranquilidad, expresión emocional)</p>

  <p><strong>👉 Ideal para:</strong> relajar, soltar tensiones y reconectar contigo</p>

  <hr>

  <h3>✨ Qué incluye</h3>
  <p>
  • Vela de soja 170g (40 horas aprox)<br>
  • Cristal energético<br>
  • Bolsita de lienzo<br>
  • Sticker del elemento<br>
  • QR con contenido esotérico
  </p>

  <hr>

  <h3>🕯️ Cómo usar</h3>
  <p>
  • Enciéndela con una intención clara<br>
  • En el primer uso deja derretir toda la superficie<br>
  • No la mantengas encendida más de 4 horas<br>
  • Apaga sin soplar
  </p>

  <p><strong>Vegana, artesanal y eco-friendly</strong></p>

</div>",Aqui & Ahora,Home & Garden > Decor > Home Fragrance Accessories > Fragrance Diffusers > Evaporative Diffusers,DIfusor Mikado,"armonía, aromas, aromaterapia, bienestar, decoracion, espiritualidad, hogar, limpieza energetica",true,MODELOS,LILITH - Fuego - Tonka & Cedro,,,,,,,,'5670001,0.0,shopify,23,deny,manual,23990,0,true,true,,,,,'7798344779913,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusoresTodos_FotoSetting.jpg?v=1755538699,1,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,false,Difusores Varillas Ceremonia de Magas - Aquí & Ahora | Portal Zen,"Fragancia continua para un hogar con estilo con notas de lima, sándalo, higo. Descúbrelo en Portal Zen.",3898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorFUEGO.jpg?v=1755538699,kg,,9798,true,,,active
difusores-ceremonia-de-magas,,,,,,,,,AFRODITA - Tierra - Higo & Sándalo,,,,,,,,'5670002,0.0,shopify,23,deny,manual,23990,0,true,true,,,,,'7798344779920,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorFUEGO.jpg?v=1755538699,2,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorTIERRA.jpg?v=1755538699,kg,,9798,,,,
difusores-ceremonia-de-magas,,,,,,,,,AINÉ - Aire - Peonías e Hibiscus,,,,,,,,'5670003,0.0,shopify,25,deny,manual,23990,0,true,true,,,,,'7798344779937,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorTIERRA.jpg?v=1755538699,3,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorAIRE.jpg?v=1755538700,kg,,9798,,,,
difusores-ceremonia-de-magas,,,,,,,,,IEMANJÁ - Agua - Lima & Ozono,,,,,,,,'5670004,0.0,shopify,19,deny,manual,23990,0,true,true,,,,,'7798344779944,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorAIRE.jpg?v=1755538700,4,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorAGUA.jpg?v=1755538700,kg,,9798,,,,
difusores-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/DifusorAGUA.jpg?v=1755538700,5,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AGUA-CeremoniadeMagas-PRODUCTOS_b60b543d-4fcd-45ce-abed-f8eef62bdebf.jpg?v=1755538700,6,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AIRE-CeremoniadeMagas-PRODUCTOS_84e59b5b-cba7-4bf8-8b3b-6924ac9642da.jpg?v=1755538700,7,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/FUEGO-CeremoniadeMagas-PRODUCTOS_07c1e7e6-5647-44a5-91ee-418391ea8e68.jpg?v=1755538700,8,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difusores-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/TIERRA-CeremoniadeMagas-PRODUCTOS_4c42799a-1284-4869-9202-40d803096a12.jpg?v=1755538700,9,Difusores Varillas Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceites-aromaticos-ceremonia-de-magas,Aceites Aromáticos Ceremonia de Magas - Aquí & Ahora,"<div class=""pz-product-copy"">
  <p><strong>Aceites Aromáticos Ceremonia de Magas - Aquí &amp; Ahora</strong> ✨ Un aceite aromatico versatil para sumar intencion y aroma a tus rituales cotidianos. Cada variante permite elegir la emocion o energia que quieres invitar al espacio, manteniendo una estetica coherente y cuidada.</p>
  <p>Puedes usarlo en hornitos, difusores o rincones donde quieras crear una experiencia aromatica mas personalizada.</p>
  <ul>
    <li>
<strong>Contenido:</strong> 10 ml</li>
  </ul>
  <p><strong>Detalles del producto</strong></p>
  <ul>
    <li>Este aceite viene con un sticker de su elemento e incluye un QR para descargar más info esotérica</li>
    <li>Incluye caja: 3,5 x 8 cm</li>
  </ul>
  <h3>FUERZA VITAL - Fuego - Tonka &amp; Cedro</h3>
  <p><strong>FUERZA VITAL</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Tonka &amp; Cedro.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Tonka &amp; Cedro</li>
  </ul>
  <h3>EXPANSIÓN CREATIVA - Aire - Peonías e Hibiscus</h3>
  <p><strong>EXPANSIÓN CREATIVA</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Peonías e Hibiscus.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Peonías e Hibiscus</li>
  </ul>
  <h3>INTUICIÓN - Agua - Lima &amp; Ozono</h3>
  <p><strong>INTUICIÓN</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Lima &amp; Ozono.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Lima &amp; Ozono</li>
  </ul>
  <h3>ABUNDANCIA - Tierra  - Higo &amp; Sándalo</h3>
  <p><strong>ABUNDANCIA</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Higo &amp; Sándalo.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Higo &amp; Sándalo</li>
  </ul>
</div>",Aqui & Ahora,Home & Garden > Decor > Home Fragrances > Fragrance Oil,"","armonía, aromas, aromaterapia, bienestar, decoracion, espiritualidad, hogar, limpieza energetica",true,MODELOS,FUERZA VITAL - Fuego - Tonka & Cedro,,,,,,,,'5680001,0.0,shopify,46,deny,manual,8490,9990,true,true,,,,,'7798344779951,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Aceites-CeremoniadeMagas-FAMILIA.jpg?v=1755538698,1,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,false,Aceites Aromáticos Ceremonia de Magas - Aquí & Ahora | Portal Zen,"Aporta atmósfera y calidez a tus espacios con notas de lima, sándalo, higo. Descúbrelo en Portal Zen.",5847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteFUEGOjpg.jpg?v=1755538698,kg,,,true,,,active
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,EXPANSIÓN CREATIVA - Aire - Peonías e Hibiscus,,,,,,,,'5680002,0.0,shopify,48,deny,manual,8490,9990,true,true,,,,,'7798344779968,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteFUEGOjpg.jpg?v=1755538698,2,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteAIRE.jpg?v=1755538698,kg,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,INTUICIÓN - Agua - Lima & Ozono,,,,,,,,'5680003,0.0,shopify,48,deny,manual,8490,9990,true,true,,,,,'7798344779975,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteAIRE.jpg?v=1755538698,3,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteAGUA.jpg?v=1755538698,kg,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,ABUNDANCIA - Tierra  - Higo & Sándalo,,,,,,,,'5680004,0.0,shopify,47,deny,manual,8490,9990,true,true,,,,,'7798344779982,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteAGUA.jpg?v=1755538698,4,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteTIERRA.jpg?v=1755538698,kg,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AceiteTIERRA.jpg?v=1755538698,5,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/FUEGO-CeremoniadeMagas-PRODUCTOS_8b6e4fe4-62f7-4a4f-aef9-11c6e6b366e9.jpg?v=1755538698,6,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AIRE-CeremoniadeMagas-PRODUCTOS_3fbfc78b-a217-496e-9881-90752065c8c7.jpg?v=1755538698,7,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AGUA-CeremoniadeMagas-PRODUCTOS.jpg?v=1755538698,8,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceites-aromaticos-ceremonia-de-magas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/TIERRA-CeremoniadeMagas-PRODUCTOS_445373a7-0847-4a5e-a293-12e74af09eb1.jpg?v=1755538698,9,Aceites Aromáticos Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aromatizantes-de-ambiente-y-tela-ceremonia-de-magas,Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aquí & Ahora,"<div class=""pz-product-copy"">
  <p><strong>Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aquí &amp; Ahora</strong> ✨ Una propuesta creada para que el aroma y la intencion acompanen tus rituales diarios con una estetica cuidada y una experiencia sensorial coherente. Cada variante cambia el mood sin perder la esencia del producto.</p>
  <p>Ideal para elegir segun el momento, la energia que quieres invitar o el espacio que quieres transformar.</p>
  <ul>
    <li>
<strong>Contenido:</strong> 300ml</li>
  </ul>
  <p><strong>Detalles del producto</strong></p>
  <ul>
    <li>Este aromatizante viene con un sticker de su elemento e incluye un QR para descargar más info esotérica</li>
  </ul>
  <h3>AVE FENIX - Fuego - Tonka &amp; Cedro</h3>
  <p><strong>AVE FENIX</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Tonka &amp; Cedro.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Tonka &amp; Cedro</li>
  </ul>
  <h3>GATO SAGRADO - Tierra- Higo &amp; Sándalo</h3>
  <p><strong>GATO SAGRADO</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Tierra- Higo &amp; Sándalo.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Tierra- Higo &amp; Sándalo</li>
  </ul>
  <h3>MARIPOSA MAGICA - Aire - Peonías e Hibiscus</h3>
  <p><strong>MARIPOSA MAGICA</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Peonías e Hibiscus.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Peonías e Hibiscus</li>
  </ul>
  <h3>PEZ KOI - Agua - Lima &amp; Ozono</h3>
  <p><strong>PEZ KOI</strong> ✨ Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</p>
  <p>Muy buena opcion cuando buscas un aroma con presencia, intencion y una estetica sensorial cuidada. Su perfil aromatico se expresa con notas de Lima &amp; Ozono.</p>
  <ul>
    <li>
<strong>Beneficio emocional:</strong> Aporta una personalidad aromatica propia para que puedas elegir segun la emocion, el espacio o el momento que quieras acompanar.</li>
    <li>
<strong>Aroma protagonista:</strong> Lima &amp; Ozono</li>
  </ul>
</div>",Aqui & Ahora,Home & Garden > Decor > Home Fragrances,"","armonía, aromas, aromaterapia, bienestar, decoracion, espiritualidad, hogar, limpieza energetica",true,MODELOS,AVE FENIX - Fuego - Tonka & Cedro,,,,,,,,'5690001,0.0,shopify,17,deny,manual,16990,0,true,true,,,,,'7798344779999,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AromatizantesTodos_FotoSetting.jpg?v=1755538696,1,Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aqui&Ahora.,false,Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aquí & Aho...,"Luz cálida y fragancia para tu ritual diario con notas de lima, sándalo, higo. Descúbrelo en Portal Zen.",592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AromatizanteAVEFENIX.jpg?v=1755538696,kg,,,true,,,active
aromatizantes-de-ambiente-y-tela-ceremonia-de-magas,,,,,,,,,GATO SAGRADO - Tierra- Higo & Sándalo,,,,,,,,'5690002,0.0,shopify,16,deny,manual,16990,0,true,true,,,,,'7798344770101,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AromatizanteAVEFENIX.jpg?v=1755538696,2,Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Aromatizante-GATO.jpg?v=1755538696,kg,,,,,,
aromatizantes-de-ambiente-y-tela-ceremonia-de-magas,,,,,,,,,MARIPOSA MAGICA - Aire - Peonías e Hibiscus,,,,,,,,'5690003,0.0,shopify,19,deny,manual,16990,0,true,true,,,,,'7798344772235,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/Aromatizante-GATO.jpg?v=1755538696,3,Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AromatizanteMARIPOSA.jpg?v=1755538697,kg,,,,,,
aromatizantes-de-ambiente-y-tela-ceremonia-de-magas,,,,,,,,,PEZ KOI - Agua - Lima & Ozono,,,,,,,,'5690004,0.0,shopify,20,deny,manual,16990,0,true,true,,,,,'7798344772242,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AromatizanteMARIPOSA.jpg?v=1755538697,4,Aromatizantes de Ambiente y Tela Ceremonia de Magas - Aqui&Ahora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/5620/1002/files/AromatizantePEZKOI.jpg?v=1755538697,kg,,,,,,
